Id,SalePrice
1461,121113.16646414291
1462,164679.3867517639
1463,177012.87889699117
1464,182521.63071295142
1465,198647.72629389822
1466,173410.48047202875
1467,162558.52282936758
1468,160526.06980451773
1469,193580.39697266216
1470,124264.90605749874
1471,209131.12067714313
1472,95398.90973073109
1473,94545.32769732384
1474,149429.76563501335
1475,142001.83062273942
1476,417311.7938449686
1477,259929.14904109942
1478,303902.13595958526
1479,281780.91850929894
1480,480474.9747021035
1481,325026.5126777378
1482,213887.593434335
1483,171955.76664960457
1484,175786.8814798485
1485,185942.21663893567
1486,190512.98894349916
1487,359458.5672706228
1488,238482.7486922359
1489,196800.32710370576
1490,222984.93160502016
1491,191459.65076296008
1492,90188.9931377825
1493,191345.84134818782
1494,299475.2383766966
1495,283070.4563185818
1496,227816.7364874967
1497,174487.1143153684
1498,168025.032287094
1499,173517.0917291751
1500,152258.4236270163
1501,169132.8918719523
1502,163405.63259052654
1503,287409.66889386927
1504,229892.38877859875
1505,217939.1613584421
1506,189951.98319303108
1507,232983.52238758712
1508,192413.30912698744
1509,163545.82343518664
1510,146823.73175486413
1511,145411.10394530123
1512,174252.85254482957
1513,145572.20642899346
1514,158272.6332237174
1515,195886.63026206128
1516,166510.9467570416
1517,154371.00280649756
1518,138913.46244561241
1519,224627.6265080045
1520,133301.27196228734
1521,136954.49707242154
1522,167753.75717331647
1523,107250.2711200788
1524,126465.78425502604
1525,125670.57015789738
1526,122091.6059025929
1527,110043.93394626702
1528,135524.11413197263
1529,149768.5129521006
1530,183206.10570117438
1531,104388.25197172961
1532,96592.92131536064
1533,153398.16890127046
1534,123901.63869203036
1535,153175.1721897615
1536,109631.46494892317
1537,74267.14056269615
1538,182683.18679373414
1539,216394.4340942824
1540,90741.72639833593
1541,137863.0250005542
1542,132801.8699812163
1543,227288.29247923076
1544,84265.81844824867
1545,101802.93362135641
1546,123152.5178271235
1547,120966.17261722052
1548,131258.84749447272
1549,116501.10974898402
1550,135264.57035275883
1551,120362.48350832946
1552,128443.46103979113
1553,152882.12986671837
1554,111139.64287847573
1555,166316.80805478388
1556,76532.65543514288
1557,114317.55881108965
1558,94413.14869614708
1559,69540.55008957046
1560,136452.79839794702
1561,129407.21043815106
1562,129936.5585788015
1563,122825.25748971241
1564,162892.11136768482
1565,144608.0154045849
1566,215433.3872131278
1567,79701.3581023204
1568,212242.0624477675
1569,133709.17738983358
1570,137413.06922347363
1571,124970.82941072716
1572,148878.95831682964
1573,248628.40320748388
1574,118185.92727396567
1575,226804.35829128572
1576,216485.97489052822
1577,194109.0786490131
1578,143770.1293496263
1579,143860.01626733653
1580,189740.07150142235
1581,145903.80159504348
1582,128067.94290344648
1583,339642.4324639214
1584,227874.76178984068
1585,141165.81999633845
1586,83511.846921431
1587,97485.83572342433
1588,152295.93470243728
1589,101106.85212015078
1590,133691.60298827355
1591,94141.33850003993
1592,118656.91067866897
1593,133001.9875141838
1594,107441.9537527859
1595,107056.60004321563
1596,238427.67654971202
1597,184798.4401811781
1598,213610.24033494305
1599,199238.9900359484
1600,193185.217894243
1601,77829.02146794481
1602,114996.74422807951
1603,90856.95031238174
1604,279113.99151465995
1605,245405.19065512918
1606,161358.3260392936
1607,176032.706294593
1608,215152.47864904665
1609,188850.7382841646
1610,146307.24490389324
1611,142403.66976593554
1612,173500.3780577827
1613,153697.33444638437
1614,127875.69934706621
1615,79916.45898438263
1616,61870.40244091451
1617,90515.3603587886
1618,125031.78748640102
1619,142083.92274879504
1620,160108.02801824518
1621,129681.09238857379
1622,140117.56135457204
1623,300145.54141961207
1624,209756.9992825358
1625,130214.47277239592
1626,167044.0562547367
1627,182441.37260361138
1628,283922.8270571697
1629,182577.06630034052
1630,383995.3278913309
1631,225481.96696199666
1632,247020.67524795048
1633,175178.3583732333
1634,183590.07575441018
1635,183399.61590976905
1636,150331.28166072714
1637,177601.99062689292
1638,210223.12379079734
1639,181369.77331668226
1640,247795.28945790746
1641,176563.50751132227
1642,221662.02674866634
1643,217703.1285658266
1644,219988.6598538206
1645,184369.4125493598
1646,155386.66162698236
1647,167646.40211156674
1648,134137.81547034305
1649,139285.70415245587
1650,116730.85536960933
1651,127275.62626325883
1652,98580.80821401638
1653,96800.53795411561
1654,157108.73987192533
1655,159468.818648092
1656,144152.20096266485
1657,151177.65829361524
1658,148674.9882606011
1659,147032.69661104179
1660,151079.29281186545
1661,443750.6250048876
1662,463024.6758637304
1663,392749.3332879686
1664,397822.27969273675
1665,308298.64954469417
1666,323052.80142748787
1667,361612.21882087656
1668,324969.77197748487
1669,300710.0201023286
1670,348894.2434162328
1671,247028.47632258767
1672,465159.96741628763
1673,295686.2061073087
1674,243015.51971592626
1675,175752.41535498248
1676,181046.9219613988
1677,211724.90297916526
1678,466970.943718387
1679,381196.13799272495
1680,326297.4953710382
1681,264169.8056068204
1682,300284.57801931485
1683,180040.5232882124
1684,175037.31406703178
1685,163984.62756803705
1686,174765.85025375942
1687,173992.34280407123
1688,183808.0755482844
1689,187300.81778612433
1690,185325.6982693741
1691,183490.9504770278
1692,282935.3443504854
1693,177360.1970659047
1694,179802.99566960608
1695,169417.30921902042
1696,278251.68395987287
1697,170272.00908053626
1698,367864.15431446244
1699,318011.29162761196
1700,241356.28108898603
1701,259636.0595255247
1702,261796.3253129008
1703,243720.54475134934
1704,299685.60004322417
1705,236462.50191121374
1706,436893.53171642363
1707,214462.2917632601
1708,200568.21676426937
1709,293591.68978131225
1710,223108.53407095373
1711,249268.93028871517
1712,256433.4311031526
1713,251177.08168753624
1714,212785.13260828683
1715,199478.28238208336
1716,182817.4240398421
1717,185573.75283680757
1718,135386.64981633975
1719,201644.80144877624
1720,251434.5118875183
1721,183593.1270243991
1722,137021.88287280855
1723,157327.37011485823
1724,217719.4084694557
1725,246317.943517231
1726,183013.65507876794
1727,157082.15957753107
1728,186718.9973941942
1729,167144.56722782255
1730,156520.32318132452
1731,123029.44747958945
1732,135356.65989705644
1733,117921.13458363875
1734,120048.49996102497
1735,135953.5849989189
1736,113031.21939720219
1737,348387.5618923379
1738,212932.9977833145
1739,275060.5983546867
1740,205807.34564756457
1741,182805.74607698355
1742,166668.17022671923
1743,173617.01366470612
1744,313046.4458695888
1745,221539.50758797865
1746,226033.51788331557
1747,231763.72509080393
1748,225699.14983177162
1749,149929.33407094167
1750,127031.01764905536
1751,242366.71514828748
1752,122810.16656756013
1753,151011.5305296729
1754,209824.5043749031
1755,166827.8942400887
1756,130215.39682587927
1757,124330.5346357642
1758,140960.93884176976
1759,161215.35610473593
1760,168841.8770172918
1761,144361.7733272972
1762,168047.8302079304
1763,184568.19092030084
1764,121367.65671855812
1765,177787.14593432727
1766,184986.92666539588
1767,220565.68184739613
1768,147183.73695403832
1769,181437.35823959182
1770,146460.95336063873
1771,136663.89166376757
1772,147489.98315631997
1773,128145.0140056034
1774,128339.21397056858
1775,137298.57999148063
1776,128212.64427715827
1777,113734.98729266087
1778,141411.52009692034
1779,121761.24837644937
1780,182156.11177472814
1781,135949.1476406437
1782,102206.58751356561
1783,129248.78049369506
1784,99566.01435916331
1785,122197.82292576504
1786,158080.3885206554
1787,173088.3649168284
1788,59066.48609153621
1789,113501.01033888756
1790,90978.86326643491
1791,180601.55442614396
1792,158142.32346783258
1793,136946.6628198147
1794,147315.87492852812
1795,136289.8930819628
1796,126648.28597470827
1797,114288.41622512766
1798,130020.9223709922
1799,116376.9271317218
1800,141119.93168068494
1801,123560.72788061741
1802,141916.01653898595
1803,149721.8541692378
1804,138612.13820654727
1805,137801.98218274213
1806,107920.84084862433
1807,138842.71398284184
1808,128745.07759036285
1809,113377.58730842733
1810,137078.98685197523
1811,93087.0020892908
1812,92883.10220370092
1813,117747.56412069524
1814,99299.57944209856
1815,57083.991660670705
